t1,t2,t3,t4,CF12_34,CF12_34_lo,CF12_34_hi,CF13_24,CF13_24_lo,CF13_24_hi,CF14_23,CF14_23_lo,CF14_23_hi
t25,t40,t42,t49,0.0,0,0,1.0,0,0,0.0,0,0
t26,t40,t42,t49,0.6,0,0,0.2,0,0,0.2,0,0
t27,t40,t42,t49,0.0,0,0,1.0,0,0,0.0,0,0
t28,t40,t42,t49,0.0,0,0,1.0,0,0,0.0,0,0
t29,t40,t42,t49,0.4,0,0,0.6,0,0,0.0,0,0
t30,t40,t42,t49,0.4,0,0,0.2,0,0,0.4,0,0
t31,t40,t42,t49,0.4,0,0,0.4,0,0,0.2,0,0
t32,t40,t42,t49,0.0,0,0,1.0,0,0,0.0,0,0
t35,t40,t42,t49,0.0,0,0,1.0,0,0,0.0,0,0
t36,t40,t42,t49,0.0,0,0,1.0,0,0,0.0,0,0
t37,t40,t42,t49,0.0,0,0,1.0,0,0,0.0,0,0
t38,t40,t42,t49,0.0,0,0,0.2,0,0,0.8,0,0
t39,t40,t42,t49,0.2,0,0,0.8,0,0,0.0,0,0
t4,t40,t42,t49,0.6,0,0,0.2,0,0,0.2,0,0
t1,t41,t42,t49,0.6,0,0,0.4,0,0,0.0,0,0
t11,t41,t42,t49,0.0,0,0,1.0,0,0,0.0,0,0
t12,t41,t42,t49,0.0,0,0,1.0,0,0,0.0,0,0
t13,t41,t42,t49,0.0,0,0,1.0,0,0,0.0,0,0
t15,t41,t42,t49,0.0,0,0,1.0,0,0,0.0,0,0
t16,t41,t42,t49,0.0,0,0,1.0,0,0,0.0,0,0
t17,t41,t42,t49,0.2,0,0,0.8,0,0,0.0,0,0
t18,t41,t42,t49,0.0,0,0,1.0,0,0,0.0,0,0
t19,t41,t42,t49,0.0,0,0,1.0,0,0,0.0,0,0
t2,t41,t42,t49,0.2,0,0,0.6,0,0,0.2,0,0
t20,t41,t42,t49,0.0,0,0,1.0,0,0,0.0,0,0
t21,t41,t42,t49,0.0,0,0,1.0,0,0,0.0,0,0
t22,t41,t42,t49,0.2,0,0,0.8,0,0,0.0,0,0
t23,t41,t42,t49,0.0,0,0,1.0,0,0,0.0,0,0
t25,t41,t42,t49,0.0,0,0,1.0,0,0,0.0,0,0
t26,t41,t42,t49,0.2,0,0,0.8,0,0,0.0,0,0
t27,t41,t42,t49,0.0,0,0,1.0,0,0,0.0,0,0
t28,t41,t42,t49,0.0,0,0,1.0,0,0,0.0,0,0
t29,t41,t42,t49,0.0,0,0,1.0,0,0,0.0,0,0
t30,t41,t42,t49,0.2,0,0,0.8,0,0,0.0,0,0
t31,t41,t42,t49,0.0,0,0,1.0,0,0,0.0,0,0
t32,t41,t42,t49,0.0,0,0,1.0,0,0,0.0,0,0
t35,t41,t42,t49,0.0,0,0,1.0,0,0,0.0,0,0
t36,t41,t42,t49,0.0,0,0,1.0,0,0,0.0,0,0
t37,t41,t42,t49,0.0,0,0,1.0,0,0,0.0,0,0
t38,t41,t42,t49,0.4,0,0,0.6,0,0,0.0,0,0
t39,t41,t42,t49,0.0,0,0,1.0,0,0,0.0,0,0
t4,t41,t42,t49,0.2,0,0,0.8,0,0,0.0,0,0
t40,t41,t42,t49,0.2,0,0,0.8,0,0,0.0,0,0
t1,t11,t43,t49,0.0,0,0,0.4,0,0,0.6,0,0
t1,t12,t43,t49,0.0,0,0,0.4,0,0,0.6,0,0
t11,t12,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t1,t13,t43,t49,0.0,0,0,0.4,0,0,0.6,0,0
t11,t13,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t12,t13,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t1,t15,t43,t49,0.0,0,0,0.2,0,0,0.8,0,0
t11,t15,t43,t49,0.6,0,0,0.0,0,0,0.4,0,0
t12,t15,t43,t49,0.6,0,0,0.0,0,0,0.4,0,0
t13,t15,t43,t49,0.6,0,0,0.0,0,0,0.4,0,0
t1,t16,t43,t49,0.0,0,0,0.4,0,0,0.6,0,0
t11,t16,t43,t49,0.6,0,0,0.0,0,0,0.4,0,0
t12,t16,t43,t49,0.6,0,0,0.0,0,0,0.4,0,0
t13,t16,t43,t49,0.6,0,0,0.0,0,0,0.4,0,0
t15,t16,t43,t49,0.6,0,0,0.2,0,0,0.2,0,0
t1,t17,t43,t49,0.0,0,0,0.0,0,0,1.0,0,0
t11,t17,t43,t49,0.2,0,0,0.0,0,0,0.8,0,0
t12,t17,t43,t49,0.2,0,0,0.0,0,0,0.8,0,0
t13,t17,t43,t49,0.2,0,0,0.0,0,0,0.8,0,0
t15,t17,t43,t49,0.6,0,0,0.0,0,0,0.4,0,0
t16,t17,t43,t49,0.2,0,0,0.2,0,0,0.6,0,0
t1,t18,t43,t49,0.0,0,0,0.4,0,0,0.6,0,0
t11,t18,t43,t49,0.8,0,0,0.0,0,0,0.2,0,0
t12,t18,t43,t49,0.8,0,0,0.0,0,0,0.2,0,0
t13,t18,t43,t49,0.8,0,0,0.0,0,0,0.2,0,0
t15,t18,t43,t49,0.8,0,0,0.2,0,0,0.0,0,0
t16,t18,t43,t49,0.6,0,0,0.4,0,0,0.0,0,0
t17,t18,t43,t49,0.4,0,0,0.6,0,0,0.0,0,0
t1,t19,t43,t49,0.0,0,0,0.4,0,0,0.6,0,0
t11,t19,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t12,t19,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t13,t19,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t15,t19,t43,t49,0.6,0,0,0.4,0,0,0.0,0,0
t16,t19,t43,t49,0.6,0,0,0.4,0,0,0.0,0,0
t17,t19,t43,t49,0.2,0,0,0.8,0,0,0.0,0,0
t18,t19,t43,t49,0.8,0,0,0.2,0,0,0.0,0,0
t1,t2,t43,t49,0.6,0,0,0.2,0,0,0.2,0,0
t11,t2,t43,t49,0.0,0,0,0.4,0,0,0.6,0,0
t12,t2,t43,t49,0.0,0,0,0.4,0,0,0.6,0,0
t13,t2,t43,t49,0.0,0,0,0.4,0,0,0.6,0,0
t15,t2,t43,t49,0.2,0,0,0.6,0,0,0.2,0,0
t16,t2,t43,t49,0.0,0,0,0.6,0,0,0.4,0,0
t17,t2,t43,t49,0.2,0,0,0.8,0,0,0.0,0,0
t18,t2,t43,t49,0.2,0,0,0.4,0,0,0.4,0,0
t19,t2,t43,t49,0.0,0,0,0.4,0,0,0.6,0,0
t1,t20,t43,t49,0.0,0,0,0.4,0,0,0.6,0,0
t11,t20,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t12,t20,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t13,t20,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t15,t20,t43,t49,0.6,0,0,0.4,0,0,0.0,0,0
t16,t20,t43,t49,0.6,0,0,0.4,0,0,0.0,0,0
t17,t20,t43,t49,0.2,0,0,0.8,0,0,0.0,0,0
t18,t20,t43,t49,0.8,0,0,0.2,0,0,0.0,0,0
t19,t20,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t2,t20,t43,t49,0.0,0,0,0.6,0,0,0.4,0,0
t1,t21,t43,t49,0.0,0,0,0.2,0,0,0.8,0,0
t11,t21,t43,t49,0.2,0,0,0.2,0,0,0.6,0,0
t12,t21,t43,t49,0.2,0,0,0.2,0,0,0.6,0,0
t13,t21,t43,t49,0.2,0,0,0.2,0,0,0.6,0,0
t15,t21,t43,t49,0.4,0,0,0.4,0,0,0.2,0,0
t16,t21,t43,t49,0.2,0,0,0.4,0,0,0.4,0,0
t17,t21,t43,t49,0.2,0,0,0.6,0,0,0.2,0,0
t18,t21,t43,t49,0.4,0,0,0.2,0,0,0.4,0,0
t19,t21,t43,t49,0.2,0,0,0.2,0,0,0.6,0,0
t2,t21,t43,t49,0.2,0,0,0.2,0,0,0.6,0,0
t20,t21,t43,t49,0.2,0,0,0.2,0,0,0.6,0,0
t1,t22,t43,t49,0.0,0,0,0.2,0,0,0.8,0,0
t11,t22,t43,t49,0.2,0,0,0.2,0,0,0.6,0,0
t12,t22,t43,t49,0.2,0,0,0.2,0,0,0.6,0,0
t13,t22,t43,t49,0.2,0,0,0.2,0,0,0.6,0,0
t15,t22,t43,t49,0.0,0,0,0.4,0,0,0.6,0,0
t16,t22,t43,t49,0.0,0,0,0.4,0,0,0.6,0,0
t17,t22,t43,t49,0.0,0,0,0.6,0,0,0.4,0,0
t18,t22,t43,t49,0.2,0,0,0.2,0,0,0.6,0,0
t19,t22,t43,t49,0.2,0,0,0.2,0,0,0.6,0,0
t2,t22,t43,t49,0.0,0,0,0.2,0,0,0.8,0,0
t20,t22,t43,t49,0.2,0,0,0.2,0,0,0.6,0,0
t21,t22,t43,t49,0.2,0,0,0.2,0,0,0.6,0,0
t1,t23,t43,t49,0.0,0,0,0.4,0,0,0.6,0,0
t11,t23,t43,t49,0.6,0,0,0.0,0,0,0.4,0,0
t12,t23,t43,t49,0.6,0,0,0.0,0,0,0.4,0,0
t13,t23,t43,t49,0.6,0,0,0.0,0,0,0.4,0,0
t15,t23,t43,t49,0.4,0,0,0.2,0,0,0.4,0,0
t16,t23,t43,t49,0.4,0,0,0.2,0,0,0.4,0,0
t17,t23,t43,t49,0.2,0,0,0.4,0,0,0.4,0,0
t18,t23,t43,t49,0.6,0,0,0.0,0,0,0.4,0,0
t19,t23,t43,t49,0.6,0,0,0.0,0,0,0.4,0,0
t2,t23,t43,t49,0.0,0,0,0.4,0,0,0.6,0,0
t20,t23,t43,t49,0.6,0,0,0.0,0,0,0.4,0,0
t21,t23,t43,t49,0.2,0,0,0.4,0,0,0.4,0,0
t22,t23,t43,t49,0.2,0,0,0.6,0,0,0.2,0,0
t1,t25,t43,t49,0.0,0,0,0.4,0,0,0.6,0,0
t11,t25,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t12,t25,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t13,t25,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t15,t25,t43,t49,0.6,0,0,0.4,0,0,0.0,0,0
t16,t25,t43,t49,0.6,0,0,0.4,0,0,0.0,0,0
t17,t25,t43,t49,0.2,0,0,0.8,0,0,0.0,0,0
t18,t25,t43,t49,0.8,0,0,0.2,0,0,0.0,0,0
t19,t25,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t2,t25,t43,t49,0.0,0,0,0.6,0,0,0.4,0,0
t20,t25,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t21,t25,t43,t49,0.2,0,0,0.6,0,0,0.2,0,0
t22,t25,t43,t49,0.2,0,0,0.6,0,0,0.2,0,0
t23,t25,t43,t49,0.6,0,0,0.4,0,0,0.0,0,0
t1,t26,t43,t49,0.0,0,0,0.0,0,0,1.0,0,0
t11,t26,t43,t49,0.2,0,0,0.0,0,0,0.8,0,0
t12,t26,t43,t49,0.2,0,0,0.0,0,0,0.8,0,0
t13,t26,t43,t49,0.2,0,0,0.0,0,0,0.8,0,0
t15,t26,t43,t49,0.6,0,0,0.0,0,0,0.4,0,0
t16,t26,t43,t49,0.2,0,0,0.2,0,0,0.6,0,0
t17,t26,t43,t49,0.8,0,0,0.2,0,0,0.0,0,0
t18,t26,t43,t49,0.4,0,0,0.0,0,0,0.6,0,0
t19,t26,t43,t49,0.2,0,0,0.0,0,0,0.8,0,0
t2,t26,t43,t49,0.2,0,0,0.0,0,0,0.8,0,0
t20,t26,t43,t49,0.2,0,0,0.0,0,0,0.8,0,0
t21,t26,t43,t49,0.2,0,0,0.2,0,0,0.6,0,0
t22,t26,t43,t49,0.0,0,0,0.4,0,0,0.6,0,0
t23,t26,t43,t49,0.2,0,0,0.4,0,0,0.4,0,0
t25,t26,t43,t49,0.2,0,0,0.0,0,0,0.8,0,0
t1,t27,t43,t49,0.0,0,0,0.4,0,0,0.6,0,0
t11,t27,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t12,t27,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t13,t27,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t15,t27,t43,t49,0.6,0,0,0.4,0,0,0.0,0,0
t16,t27,t43,t49,0.6,0,0,0.4,0,0,0.0,0,0
t17,t27,t43,t49,0.2,0,0,0.8,0,0,0.0,0,0
t18,t27,t43,t49,0.8,0,0,0.2,0,0,0.0,0,0
t19,t27,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t2,t27,t43,t49,0.0,0,0,0.6,0,0,0.4,0,0
t20,t27,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t21,t27,t43,t49,0.2,0,0,0.6,0,0,0.2,0,0
t22,t27,t43,t49,0.2,0,0,0.6,0,0,0.2,0,0
t23,t27,t43,t49,0.6,0,0,0.4,0,0,0.0,0,0
t25,t27,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t26,t27,t43,t49,0.2,0,0,0.8,0,0,0.0,0,0
t1,t28,t43,t49,0.0,0,0,0.4,0,0,0.6,0,0
t11,t28,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t12,t28,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t13,t28,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t15,t28,t43,t49,0.6,0,0,0.4,0,0,0.0,0,0
t16,t28,t43,t49,0.6,0,0,0.4,0,0,0.0,0,0
t17,t28,t43,t49,0.2,0,0,0.8,0,0,0.0,0,0
t18,t28,t43,t49,0.8,0,0,0.2,0,0,0.0,0,0
t19,t28,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t2,t28,t43,t49,0.0,0,0,0.6,0,0,0.4,0,0
t20,t28,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t21,t28,t43,t49,0.2,0,0,0.6,0,0,0.2,0,0
t22,t28,t43,t49,0.2,0,0,0.6,0,0,0.2,0,0
t23,t28,t43,t49,0.6,0,0,0.4,0,0,0.0,0,0
t25,t28,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t26,t28,t43,t49,0.2,0,0,0.8,0,0,0.0,0,0
t27,t28,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t1,t29,t43,t49,0.0,0,0,0.4,0,0,0.6,0,0
t11,t29,t43,t49,0.8,0,0,0.0,0,0,0.2,0,0
t12,t29,t43,t49,0.8,0,0,0.0,0,0,0.2,0,0
t13,t29,t43,t49,0.8,0,0,0.0,0,0,0.2,0,0
t15,t29,t43,t49,0.6,0,0,0.2,0,0,0.2,0,0
t16,t29,t43,t49,0.6,0,0,0.2,0,0,0.2,0,0
t17,t29,t43,t49,0.2,0,0,0.6,0,0,0.2,0,0
t18,t29,t43,t49,0.8,0,0,0.0,0,0,0.2,0,0
t19,t29,t43,t49,0.8,0,0,0.0,0,0,0.2,0,0
t2,t29,t43,t49,0.0,0,0,0.4,0,0,0.6,0,0
t20,t29,t43,t49,0.8,0,0,0.0,0,0,0.2,0,0
t21,t29,t43,t49,0.2,0,0,0.4,0,0,0.4,0,0
t22,t29,t43,t49,0.2,0,0,0.4,0,0,0.4,0,0
t23,t29,t43,t49,0.6,0,0,0.2,0,0,0.2,0,0
t25,t29,t43,t49,0.8,0,0,0.0,0,0,0.2,0,0
t26,t29,t43,t49,0.2,0,0,0.6,0,0,0.2,0,0
t27,t29,t43,t49,0.8,0,0,0.0,0,0,0.2,0,0
t28,t29,t43,t49,0.8,0,0,0.0,0,0,0.2,0,0
t1,t30,t43,t49,0.0,0,0,0.0,0,0,1.0,0,0
t11,t30,t43,t49,0.0,0,0,0.0,0,0,1.0,0,0
t12,t30,t43,t49,0.0,0,0,0.0,0,0,1.0,0,0
t13,t30,t43,t49,0.0,0,0,0.0,0,0,1.0,0,0
t15,t30,t43,t49,0.0,0,0,0.0,0,0,1.0,0,0
t16,t30,t43,t49,0.0,0,0,0.0,0,0,1.0,0,0
t17,t30,t43,t49,0.0,0,0,0.2,0,0,0.8,0,0
t18,t30,t43,t49,0.0,0,0,0.0,0,0,1.0,0,0
t19,t30,t43,t49,0.0,0,0,0.0,0,0,1.0,0,0
t2,t30,t43,t49,0.0,0,0,0.0,0,0,1.0,0,0
t20,t30,t43,t49,0.0,0,0,0.0,0,0,1.0,0,0
t21,t30,t43,t49,0.0,0,0,0.0,0,0,1.0,0,0
t22,t30,t43,t49,0.4,0,0,0.2,0,0,0.4,0,0
t23,t30,t43,t49,0.0,0,0,0.0,0,0,1.0,0,0
t25,t30,t43,t49,0.0,0,0,0.0,0,0,1.0,0,0
t26,t30,t43,t49,0.0,0,0,0.2,0,0,0.8,0,0
t27,t30,t43,t49,0.0,0,0,0.0,0,0,1.0,0,0
t28,t30,t43,t49,0.0,0,0,0.0,0,0,1.0,0,0
t29,t30,t43,t49,0.0,0,0,0.2,0,0,0.8,0,0
t1,t31,t43,t49,0.0,0,0,0.2,0,0,0.8,0,0
t11,t31,t43,t49,0.4,0,0,0.0,0,0,0.6,0,0
t12,t31,t43,t49,0.4,0,0,0.0,0,0,0.6,0,0
t13,t31,t43,t49,0.4,0,0,0.0,0,0,0.6,0,0
t15,t31,t43,t49,0.4,0,0,0.0,0,0,0.6,0,0
t16,t31,t43,t49,0.4,0,0,0.0,0,0,0.6,0,0
t17,t31,t43,t49,0.2,0,0,0.2,0,0,0.6,0,0
t18,t31,t43,t49,0.4,0,0,0.0,0,0,0.6,0,0
t19,t31,t43,t49,0.4,0,0,0.0,0,0,0.6,0,0
t2,t31,t43,t49,0.0,0,0,0.2,0,0,0.8,0,0
t20,t31,t43,t49,0.4,0,0,0.0,0,0,0.6,0,0
t21,t31,t43,t49,0.2,0,0,0.2,0,0,0.6,0,0
t22,t31,t43,t49,0.2,0,0,0.4,0,0,0.4,0,0
t23,t31,t43,t49,0.4,0,0,0.0,0,0,0.6,0,0
t25,t31,t43,t49,0.4,0,0,0.0,0,0,0.6,0,0
t26,t31,t43,t49,0.2,0,0,0.2,0,0,0.6,0,0
t27,t31,t43,t49,0.4,0,0,0.0,0,0,0.6,0,0
t28,t31,t43,t49,0.4,0,0,0.0,0,0,0.6,0,0
t29,t31,t43,t49,0.4,0,0,0.2,0,0,0.4,0,0
t30,t31,t43,t49,0.2,0,0,0.4,0,0,0.4,0,0
t1,t32,t43,t49,0.0,0,0,0.4,0,0,0.6,0,0
t11,t32,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t12,t32,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t13,t32,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t15,t32,t43,t49,0.6,0,0,0.4,0,0,0.0,0,0
t16,t32,t43,t49,0.6,0,0,0.4,0,0,0.0,0,0
t17,t32,t43,t49,0.2,0,0,0.8,0,0,0.0,0,0
t18,t32,t43,t49,0.8,0,0,0.2,0,0,0.0,0,0
t19,t32,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t2,t32,t43,t49,0.0,0,0,0.6,0,0,0.4,0,0
t20,t32,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t21,t32,t43,t49,0.2,0,0,0.6,0,0,0.2,0,0
t22,t32,t43,t49,0.2,0,0,0.6,0,0,0.2,0,0
t23,t32,t43,t49,0.6,0,0,0.4,0,0,0.0,0,0
t25,t32,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t26,t32,t43,t49,0.2,0,0,0.8,0,0,0.0,0,0
t27,t32,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t28,t32,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t29,t32,t43,t49,0.8,0,0,0.2,0,0,0.0,0,0
t30,t32,t43,t49,0.0,0,0,1.0,0,0,0.0,0,0
t31,t32,t43,t49,0.4,0,0,0.6,0,0,0.0,0,0
t1,t35,t43,t49,0.0,0,0,0.4,0,0,0.6,0,0
t11,t35,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t12,t35,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t13,t35,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t15,t35,t43,t49,0.6,0,0,0.4,0,0,0.0,0,0
t16,t35,t43,t49,0.6,0,0,0.4,0,0,0.0,0,0
t17,t35,t43,t49,0.2,0,0,0.8,0,0,0.0,0,0
t18,t35,t43,t49,0.8,0,0,0.2,0,0,0.0,0,0
t19,t35,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t2,t35,t43,t49,0.0,0,0,0.6,0,0,0.4,0,0
t20,t35,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t21,t35,t43,t49,0.2,0,0,0.6,0,0,0.2,0,0
t22,t35,t43,t49,0.2,0,0,0.6,0,0,0.2,0,0
t23,t35,t43,t49,0.6,0,0,0.4,0,0,0.0,0,0
t25,t35,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t26,t35,t43,t49,0.2,0,0,0.8,0,0,0.0,0,0
t27,t35,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t28,t35,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t29,t35,t43,t49,0.8,0,0,0.2,0,0,0.0,0,0
t30,t35,t43,t49,0.0,0,0,1.0,0,0,0.0,0,0
t31,t35,t43,t49,0.4,0,0,0.6,0,0,0.0,0,0
t32,t35,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t1,t36,t43,t49,0.0,0,0,0.4,0,0,0.6,0,0
t11,t36,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t12,t36,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t13,t36,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t15,t36,t43,t49,0.6,0,0,0.4,0,0,0.0,0,0
t16,t36,t43,t49,0.6,0,0,0.4,0,0,0.0,0,0
t17,t36,t43,t49,0.2,0,0,0.8,0,0,0.0,0,0
t18,t36,t43,t49,0.8,0,0,0.2,0,0,0.0,0,0
t19,t36,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t2,t36,t43,t49,0.0,0,0,0.6,0,0,0.4,0,0
t20,t36,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t21,t36,t43,t49,0.2,0,0,0.6,0,0,0.2,0,0
t22,t36,t43,t49,0.2,0,0,0.6,0,0,0.2,0,0
t23,t36,t43,t49,0.6,0,0,0.4,0,0,0.0,0,0
t25,t36,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t26,t36,t43,t49,0.2,0,0,0.8,0,0,0.0,0,0
t27,t36,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t28,t36,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t29,t36,t43,t49,0.8,0,0,0.2,0,0,0.0,0,0
t30,t36,t43,t49,0.0,0,0,1.0,0,0,0.0,0,0
t31,t36,t43,t49,0.4,0,0,0.6,0,0,0.0,0,0
t32,t36,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t35,t36,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t1,t37,t43,t49,0.0,0,0,0.4,0,0,0.6,0,0
t11,t37,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t12,t37,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t13,t37,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t15,t37,t43,t49,0.6,0,0,0.4,0,0,0.0,0,0
t16,t37,t43,t49,0.6,0,0,0.4,0,0,0.0,0,0
t17,t37,t43,t49,0.2,0,0,0.8,0,0,0.0,0,0
t18,t37,t43,t49,0.8,0,0,0.2,0,0,0.0,0,0
t19,t37,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t2,t37,t43,t49,0.0,0,0,0.6,0,0,0.4,0,0
t20,t37,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t21,t37,t43,t49,0.2,0,0,0.6,0,0,0.2,0,0
t22,t37,t43,t49,0.2,0,0,0.6,0,0,0.2,0,0
t23,t37,t43,t49,0.6,0,0,0.4,0,0,0.0,0,0
t25,t37,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t26,t37,t43,t49,0.2,0,0,0.8,0,0,0.0,0,0
t27,t37,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t28,t37,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t29,t37,t43,t49,0.8,0,0,0.2,0,0,0.0,0,0
t30,t37,t43,t49,0.0,0,0,1.0,0,0,0.0,0,0
t31,t37,t43,t49,0.4,0,0,0.6,0,0,0.0,0,0
t32,t37,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t35,t37,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t36,t37,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t1,t38,t43,t49,0.4,0,0,0.4,0,0,0.2,0,0
t11,t38,t43,t49,0.2,0,0,0.8,0,0,0.0,0,0
t12,t38,t43,t49,0.2,0,0,0.8,0,0,0.0,0,0
t13,t38,t43,t49,0.2,0,0,0.8,0,0,0.0,0,0
t15,t38,t43,t49,0.2,0,0,0.8,0,0,0.0,0,0
t16,t38,t43,t49,0.2,0,0,0.8,0,0,0.0,0,0
t17,t38,t43,t49,0.0,0,0,1.0,0,0,0.0,0,0
t18,t38,t43,t49,0.2,0,0,0.8,0,0,0.0,0,0
t19,t38,t43,t49,0.2,0,0,0.8,0,0,0.0,0,0
t2,t38,t43,t49,0.0,0,0,0.6,0,0,0.4,0,0
t20,t38,t43,t49,0.2,0,0,0.8,0,0,0.0,0,0
t21,t38,t43,t49,0.2,0,0,0.8,0,0,0.0,0,0
t22,t38,t43,t49,0.0,0,0,1.0,0,0,0.0,0,0
t23,t38,t43,t49,0.2,0,0,0.8,0,0,0.0,0,0
t25,t38,t43,t49,0.2,0,0,0.8,0,0,0.0,0,0
t26,t38,t43,t49,0.0,0,0,1.0,0,0,0.0,0,0
t27,t38,t43,t49,0.2,0,0,0.8,0,0,0.0,0,0
t28,t38,t43,t49,0.2,0,0,0.8,0,0,0.0,0,0
t29,t38,t43,t49,0.2,0,0,0.8,0,0,0.0,0,0
t30,t38,t43,t49,0.0,0,0,1.0,0,0,0.0,0,0
t31,t38,t43,t49,0.2,0,0,0.8,0,0,0.0,0,0
t32,t38,t43,t49,0.2,0,0,0.8,0,0,0.0,0,0
t35,t38,t43,t49,0.2,0,0,0.8,0,0,0.0,0,0
t36,t38,t43,t49,0.2,0,0,0.8,0,0,0.0,0,0
t37,t38,t43,t49,0.2,0,0,0.8,0,0,0.0,0,0
t1,t39,t43,t49,0.0,0,0,0.4,0,0,0.6,0,0
t11,t39,t43,t49,0.8,0,0,0.0,0,0,0.2,0,0
t12,t39,t43,t49,0.8,0,0,0.0,0,0,0.2,0,0
t13,t39,t43,t49,0.8,0,0,0.0,0,0,0.2,0,0
t15,t39,t43,t49,0.8,0,0,0.2,0,0,0.0,0,0
t16,t39,t43,t49,0.6,0,0,0.4,0,0,0.0,0,0
t17,t39,t43,t49,0.4,0,0,0.6,0,0,0.0,0,0
t18,t39,t43,t49,1.0,0,0,0.0,0,0,0.0,0,0
t19,t39,t43,t49,0.8,0,0,0.0,0,0,0.2,0,0
t2,t39,t43,t49,0.2,0,0,0.4,0,0,0.4,0,0
t20,t39,t43,t49,0.8,0,0,0.0,0,0,0.2,0,0
t21,t39,t43,t49,0.4,0,0,0.4,0,0,0.2,0,0
t22,t39,t43,t49,0.2,0,0,0.6,0,0,0.2,0,0
t23,t39,t43,t49,0.6,0,0,0.4,0,0,0.0,0,0
t25,t39,t43,t49,0.8,0,0,0.0,0,0,0.2,0,0
t26,t39,t43,t49,0.4,0,0,0.6,0,0,0.0,0,0
t27,t39,t43,t49,0.8,0,0,0.0,0,0,0.2,0,0
t28,t39,t43,t49,0.8,0,0,0.0,0,0,0.2,0,0
